"","y2_statefips","y2_countyfips","y1_countyname","Inflow","Year","Outflow"
"4542",22,11,"Beauregard Parish Total Migration-US and Foreign",2402,2019,2086
"4543",22,13,"Bienville Parish Total Migration-US and Foreign",622,2019,694
"4544",22,15,"Bossier Parish Total Migration-US and Foreign",10091,2019,10169
"4545",22,17,"Caddo Parish Total Migration-US and Foreign",9350,2019,12054
"4546",22,19,"Calcasieu Parish Total Migration-US and Foreign",6809,2019,11255
"4547",22,21,"Caldwell Parish Total Migration-US and Foreign",414,2019,398
"4548",22,23,"Cameron Parish Total Migration-US and Foreign",390,2019,512
"4549",22,25,"Catahoula Parish Total Migration-US and Foreign",287,2019,433
"4550",22,27,"Claiborne Parish Total Migration-US and Foreign",565,2019,605
"4551",22,29,"Concordia Parish Total Migration-US and Foreign",687,2019,866
"4552",22,31,"De Soto Parish Total Migration-US and Foreign",1485,2019,1241
"4553",22,33,"East Baton Rouge Parish Total Migration-US and Foreign",15642,2019,19922
"4554",22,35,"East Carroll Parish Total Migration-US and Foreign",208,2019,313
"4555",22,37,"East Feliciana Parish Total Migration-US and Foreign",894,2019,940
"4556",22,39,"Evangeline Parish Total Migration-US and Foreign",1159,2019,1277
"4557",22,41,"Franklin Parish Total Migration-US and Foreign",745,2019,673
"4558",22,43,"Grant Parish Total Migration-US and Foreign",945,2019,1045
"4559",22,45,"Iberia Parish Total Migration-US and Foreign",2727,2019,3191
"4560",22,47,"Iberville Parish Total Migration-US and Foreign",1401,2019,1754
"4561",22,49,"Jackson Parish Total Migration-US and Foreign",682,2019,582
"4562",22,51,"Jefferson Parish Total Migration-US and Foreign",17256,2019,21449
"4563",22,53,"Jefferson Davis Parish Total Migration-US and Foreign",1674,2019,1704
"4564",22,55,"Lafayette Parish Total Migration-US and Foreign",11995,2019,11336
"4565",22,57,"Lafourche Parish Total Migration-US and Foreign",3573,2019,3667
"4566",22,59,"LaSalle Parish Total Migration-US and Foreign",585,2019,443
"4567",22,61,"Lincoln Parish Total Migration-US and Foreign",1907,2019,2408
"4568",22,63,"Livingston Parish Total Migration-US and Foreign",8522,2019,6320
"4569",22,65,"Madison Parish Total Migration-US and Foreign",296,2019,521
"4570",22,67,"Morehouse Parish Total Migration-US and Foreign",830,2019,1163
"4571",22,69,"Natchitoches Parish Total Migration-US and Foreign",1293,2019,1608
"4572",22,71,"Orleans Parish Total Migration-US and Foreign",17378,2019,21458
"4573",22,73,"Ouachita Parish Total Migration-US and Foreign",5673,2019,6714
"4574",22,75,"Plaquemines Parish Total Migration-US and Foreign",1843,2019,2011
"4575",22,77,"Pointe Coupee Parish Total Migration-US and Foreign",800,2019,941
"4576",22,79,"Rapides Parish Total Migration-US and Foreign",4441,2019,5197
"4577",22,81,"Red River Parish Total Migration-US and Foreign",324,2019,360
"4578",22,83,"Richland Parish Total Migration-US and Foreign",825,2019,1020
"4579",22,85,"Sabine Parish Total Migration-US and Foreign",771,2019,773
"4580",22,87,"St. Bernard Parish Total Migration-US and Foreign",2322,2019,2302
"4581",22,89,"St. Charles Parish Total Migration-US and Foreign",2590,2019,2614
"4582",22,91,"St. Helena Parish Total Migration-US and Foreign",663,2019,698
"4583",22,93,"St. James Parish Total Migration-US and Foreign",714,2019,975
"4584",22,95,"St. John the Baptist Parish Total Migration-US and Foreign",2316,2019,2430
"4585",22,97,"St. Landry Parish Total Migration-US and Foreign",3382,2019,3824
"4586",22,99,"St. Martin Parish Total Migration-US and Foreign",2460,2019,2921
"4587",22,101,"St. Mary Parish Total Migration-US and Foreign",1536,2019,2136
"4588",22,103,"St. Tammany Parish Total Migration-US and Foreign",14267,2019,11088
"4589",22,105,"Tangipahoa Parish Total Migration-US and Foreign",6269,2019,5539
"4590",22,107,"Tensas Parish Total Migration-US and Foreign",97,2019,167
"4591",22,109,"Terrebonne Parish Total Migration-US and Foreign",3875,2019,4584
"4592",22,111,"Union Parish Total Migration-US and Foreign",1027,2019,940
"4593",22,113,"Vermilion Parish Total Migration-US and Foreign",2287,2019,2467
"4594",22,115,"Vernon Parish Total Migration-US and Foreign",5511,2019,6517
"4595",22,117,"Washington Parish Total Migration-US and Foreign",1429,2019,1407
"4596",22,119,"Webster Parish Total Migration-US and Foreign",1513,2019,1842
"4597",22,121,"West Baton Rouge Parish Total Migration-US and Foreign",1718,2019,1420
"4598",22,123,"West Carroll Parish Total Migration-US and Foreign",306,2019,437
"4599",22,125,"West Feliciana Parish Total Migration-US and Foreign",554,2019,506
"4600",22,127,"Winn Parish Total Migration-US and Foreign",419,2019,445
"4601",23,1,"Androscoggin County Total Migration-US and Foreign",4654,2019,4892
"4602",23,3,"Aroostook County Total Migration-US and Foreign",2056,2019,1709
"4603",23,5,"Cumberland County Total Migration-US and Foreign",15233,2019,13311
"4604",23,7,"Franklin County Total Migration-US and Foreign",1467,2019,1198
"4605",23,9,"Hancock County Total Migration-US and Foreign",2888,2019,2186
"4606",23,11,"Kennebec County Total Migration-US and Foreign",5810,2019,4613
"4607",23,13,"Knox County Total Migration-US and Foreign",2087,2019,1527
"4608",23,15,"Lincoln County Total Migration-US and Foreign",2271,2019,1629
"4609",23,17,"Oxford County Total Migration-US and Foreign",3180,2019,2267
"4610",23,19,"Penobscot County Total Migration-US and Foreign",5742,2019,5356
"4611",23,21,"Piscataquis County Total Migration-US and Foreign",1135,2019,791
"4612",23,23,"Sagadahoc County Total Migration-US and Foreign",2391,2019,2042
"4613",23,25,"Somerset County Total Migration-US and Foreign",2437,2019,2144
"4614",23,27,"Waldo County Total Migration-US and Foreign",2246,2019,1847
"4615",23,29,"Washington County Total Migration-US and Foreign",1364,2019,927
"4616",23,31,"York County Total Migration-US and Foreign",11582,2019,8716
"4617",24,1,"Allegany County Total Migration-US and Foreign",1828,2019,1628
"4618",24,3,"Anne Arundel County Total Migration-US and Foreign",37758,2019,37097
"4619",24,5,"Baltimore County Total Migration-US and Foreign",41483,2019,44905
"4620",24,9,"Calvert County Total Migration-US and Foreign",6068,2019,5357
"4621",24,11,"Caroline County Total Migration-US and Foreign",1642,2019,1652
"4622",24,13,"Carroll County Total Migration-US and Foreign",8563,2019,7081
"4623",24,15,"Cecil County Total Migration-US and Foreign",4910,2019,4665
"4624",24,17,"Charles County Total Migration-US and Foreign",11904,2019,10477
"4625",24,19,"Dorchester County Total Migration-US and Foreign",1515,2019,1326
"4626",24,21,"Frederick County Total Migration-US and Foreign",18253,2019,13283
"4627",24,23,"Garrett County Total Migration-US and Foreign",1000,2019,841
"4628",24,25,"Harford County Total Migration-US and Foreign",13729,2019,12180
"4629",24,27,"Howard County Total Migration-US and Foreign",22698,2019,22079
"4630",24,29,"Kent County Total Migration-US and Foreign",1052,2019,951
"4631",24,31,"Montgomery County Total Migration-US and Foreign",46443,2019,56474
"4632",24,33,"Prince George's County Total Migration-US and Foreign",45200,2019,56197
"4633",24,35,"Queen Anne's County Total Migration-US and Foreign",3530,2019,2518
"4634",24,37,"St. Mary's County Total Migration-US and Foreign",6699,2019,6686
"4635",24,39,"Somerset County Total Migration-US and Foreign",1233,2019,1062
"4636",24,41,"Talbot County Total Migration-US and Foreign",2203,2019,1703
"4637",24,43,"Washington County Total Migration-US and Foreign",7046,2019,6792
"4638",24,45,"Wicomico County Total Migration-US and Foreign",4486,2019,4735
"4639",24,47,"Worcester County Total Migration-US and Foreign",3825,2019,3229
"4640",24,510,"Baltimore city Total Migration-US and Foreign",29465,2019,39114
"4641",25,1,"Barnstable County Total Migration-US and Foreign",12920,2019,8403
"4642",25,3,"Berkshire County Total Migration-US and Foreign",3803,2019,3368
"4643",25,5,"Bristol County Total Migration-US and Foreign",19313,2019,17868
"4644",25,7,"Dukes County Total Migration-US and Foreign",1060,2019,806
"4645",25,9,"Essex County Total Migration-US and Foreign",27937,2019,29676
"4646",25,11,"Franklin County Total Migration-US and Foreign",2990,2019,2702
"4647",25,13,"Hampden County Total Migration-US and Foreign",11154,2019,13249
"4648",25,15,"Hampshire County Total Migration-US and Foreign",6829,2019,6763
"4649",25,17,"Middlesex County Total Migration-US and Foreign",66990,2019,83702
"4650",25,19,"Nantucket County Total Migration-US and Foreign",719,2019,654
"4651",25,21,"Norfolk County Total Migration-US and Foreign",38106,2019,40003
"4652",25,23,"Plymouth County Total Migration-US and Foreign",22626,2019,19571
"4653",25,25,"Suffolk County Total Migration-US and Foreign",40233,2019,64381
"4654",25,27,"Worcester County Total Migration-US and Foreign",26376,2019,26986
"4655",26,1,"Alcona County Total Migration-US and Foreign",684,2019,425
"4656",26,3,"Alger County Total Migration-US and Foreign",375,2019,350
"4657",26,5,"Allegan County Total Migration-US and Foreign",7287,2019,6132
"4658",26,7,"Alpena County Total Migration-US and Foreign",1094,2019,1001
"4659",26,9,"Antrim County Total Migration-US and Foreign",1726,2019,1320
"4660",26,11,"Arenac County Total Migration-US and Foreign",796,2019,588
"4661",26,13,"Baraga County Total Migration-US and Foreign",306,2019,194
"4662",26,15,"Barry County Total Migration-US and Foreign",3822,2019,2950
"4663",26,17,"Bay County Total Migration-US and Foreign",3462,2019,3824
"4664",26,19,"Benzie County Total Migration-US and Foreign",1391,2019,974
"4665",26,21,"Berrien County Total Migration-US and Foreign",6616,2019,6449
"4666",26,23,"Branch County Total Migration-US and Foreign",1962,2019,1966
"4667",26,25,"Calhoun County Total Migration-US and Foreign",5335,2019,5461
"4668",26,27,"Cass County Total Migration-US and Foreign",3005,2019,2767
"4669",26,29,"Charlevoix County Total Migration-US and Foreign",1515,2019,1356
"4670",26,31,"Cheboygan County Total Migration-US and Foreign",1507,2019,1108
"4671",26,33,"Chippewa County Total Migration-US and Foreign",1300,2019,1149
"4672",26,35,"Clare County Total Migration-US and Foreign",1777,2019,1443
"4673",26,37,"Clinton County Total Migration-US and Foreign",4652,2019,4683
"4674",26,39,"Crawford County Total Migration-US and Foreign",910,2019,642
"4675",26,41,"Delta County Total Migration-US and Foreign",1197,2019,1029
"4676",26,43,"Dickinson County Total Migration-US and Foreign",896,2019,925
"4677",26,45,"Eaton County Total Migration-US and Foreign",6981,2019,6957
"4678",26,47,"Emmet County Total Migration-US and Foreign",2034,2019,1700
"4679",26,49,"Genesee County Total Migration-US and Foreign",12894,2019,13819
"4680",26,51,"Gladwin County Total Migration-US and Foreign",1475,2019,1190
"4681",26,53,"Gogebic County Total Migration-US and Foreign",635,2019,567
"4682",26,55,"Grand Traverse County Total Migration-US and Foreign",5461,2019,4720
"4683",26,57,"Gratiot County Total Migration-US and Foreign",1640,2019,1787
"4684",26,59,"Hillsdale County Total Migration-US and Foreign",2060,2019,2157
"4685",26,61,"Houghton County Total Migration-US and Foreign",1308,2019,1591
"4686",26,63,"Huron County Total Migration-US and Foreign",1212,2019,970
"4687",26,65,"Ingham County Total Migration-US and Foreign",13578,2019,15375
"4688",26,67,"Ionia County Total Migration-US and Foreign",3218,2019,2970
"4689",26,69,"Iosco County Total Migration-US and Foreign",1511,2019,1257
"4690",26,71,"Iron County Total Migration-US and Foreign",624,2019,386
"4691",26,73,"Isabella County Total Migration-US and Foreign",3031,2019,3175
"4692",26,75,"Jackson County Total Migration-US and Foreign",5198,2019,5429
"4693",26,77,"Kalamazoo County Total Migration-US and Foreign",10117,2019,11456
"4694",26,79,"Kalkaska County Total Migration-US and Foreign",1119,2019,1049
"4695",26,81,"Kent County Total Migration-US and Foreign",23460,2019,27134
"4696",26,83,"Keweenaw County Total Migration-US and Foreign",108,2019,59
"4697",26,85,"Lake County Total Migration-US and Foreign",890,2019,632
"4698",26,87,"Lapeer County Total Migration-US and Foreign",4470,2019,3805
"4699",26,89,"Leelanau County Total Migration-US and Foreign",1714,2019,1279
"4700",26,91,"Lenawee County Total Migration-US and Foreign",3653,2019,3675
"4701",26,93,"Livingston County Total Migration-US and Foreign",10559,2019,8949
"4702",26,95,"Luce County Total Migration-US and Foreign",241,2019,171
"4703",26,97,"Mackinac County Total Migration-US and Foreign",813,2019,563
"4704",26,99,"Macomb County Total Migration-US and Foreign",31395,2019,33098
"4705",26,101,"Manistee County Total Migration-US and Foreign",1353,2019,1019
"4706",26,103,"Marquette County Total Migration-US and Foreign",2113,2019,2172
"4707",26,105,"Mason County Total Migration-US and Foreign",1359,2019,1132
"4708",26,107,"Mecosta County Total Migration-US and Foreign",2611,2019,2287
"4709",26,109,"Menominee County Total Migration-US and Foreign",970,2019,962
"4710",26,111,"Midland County Total Migration-US and Foreign",3779,2019,4028
"4711",26,113,"Missaukee County Total Migration-US and Foreign",809,2019,684
"4712",26,115,"Monroe County Total Migration-US and Foreign",6886,2019,6188
"4713",26,117,"Montcalm County Total Migration-US and Foreign",3691,2019,3460
"4714",26,119,"Montmorency County Total Migration-US and Foreign",623,2019,402
"4715",26,121,"Muskegon County Total Migration-US and Foreign",6110,2019,5634
"4716",26,123,"Newaygo County Total Migration-US and Foreign",2948,2019,2453
"4717",26,125,"Oakland County Total Migration-US and Foreign",51690,2019,55984
"4718",26,127,"Oceana County Total Migration-US and Foreign",1540,2019,1251
"4719",26,129,"Ogemaw County Total Migration-US and Foreign",1322,2019,927
"4720",26,131,"Ontonagon County Total Migration-US and Foreign",225,2019,122
"4721",26,133,"Osceola County Total Migration-US and Foreign",1402,2019,1259
"4722",26,135,"Oscoda County Total Migration-US and Foreign",489,2019,375
"4723",26,137,"Otsego County Total Migration-US and Foreign",1502,2019,1300
"4724",26,139,"Ottawa County Total Migration-US and Foreign",14846,2019,13131
"4725",26,141,"Presque Isle County Total Migration-US and Foreign",731,2019,408
"4726",26,143,"Roscommon County Total Migration-US and Foreign",1654,2019,1351
"4727",26,145,"Saginaw County Total Migration-US and Foreign",6260,2019,6230
"4728",26,147,"St. Clair County Total Migration-US and Foreign",6053,2019,5306
"4729",26,149,"St. Joseph County Total Migration-US and Foreign",2569,2019,2591
"4730",26,151,"Sanilac County Total Migration-US and Foreign",1698,2019,1730
"4731",26,153,"Schoolcraft County Total Migration-US and Foreign",286,2019,192
"4732",26,155,"Shiawassee County Total Migration-US and Foreign",3074,2019,3031
"4733",26,157,"Tuscola County Total Migration-US and Foreign",2233,2019,2092
"4734",26,159,"Van Buren County Total Migration-US and Foreign",4128,2019,3777
"4735",26,161,"Washtenaw County Total Migration-US and Foreign",17271,2019,20391
"4736",26,163,"Wayne County Total Migration-US and Foreign",51934,2019,59390
"4737",26,165,"Wexford County Total Migration-US and Foreign",2037,2019,1792
"4738",27,1,"Aitkin County Total Migration-US and Foreign",1162,2019,737
"4739",27,3,"Anoka County Total Migration-US and Foreign",23423,2019,21915
"4740",27,5,"Becker County Total Migration-US and Foreign",1804,2019,1671
"4741",27,7,"Beltrami County Total Migration-US and Foreign",2023,2019,1986
"4742",27,9,"Benton County Total Migration-US and Foreign",3208,2019,3391
"4743",27,11,"Big Stone County Total Migration-US and Foreign",189,2019,177
"4744",27,13,"Blue Earth County Total Migration-US and Foreign",3504,2019,4016
"4745",27,15,"Brown County Total Migration-US and Foreign",1037,2019,1015
"4746",27,17,"Carlton County Total Migration-US and Foreign",1599,2019,1456
"4747",27,19,"Carver County Total Migration-US and Foreign",7304,2019,6131
"4748",27,21,"Cass County Total Migration-US and Foreign",2412,2019,1798
"4749",27,23,"Chippewa County Total Migration-US and Foreign",527,2019,536
"4750",27,25,"Chisago County Total Migration-US and Foreign",3864,2019,3408
"4751",27,27,"Clay County Total Migration-US and Foreign",3777,2019,3776
"4752",27,29,"Clearwater County Total Migration-US and Foreign",401,2019,317
"4753",27,31,"Cook County Total Migration-US and Foreign",327,2019,261
"4754",27,33,"Cottonwood County Total Migration-US and Foreign",567,2019,496
"4755",27,35,"Crow Wing County Total Migration-US and Foreign",3912,2019,2865
"4756",27,37,"Dakota County Total Migration-US and Foreign",25988,2019,26070
"4757",27,39,"Dodge County Total Migration-US and Foreign",1097,2019,1126
"4758",27,41,"Douglas County Total Migration-US and Foreign",1937,2019,1706
"4759",27,43,"Faribault County Total Migration-US and Foreign",569,2019,543
"4760",27,45,"Fillmore County Total Migration-US and Foreign",973,2019,822
"4761",27,47,"Freeborn County Total Migration-US and Foreign",1272,2019,1110
"4762",27,49,"Goodhue County Total Migration-US and Foreign",2693,2019,2219
"4763",27,51,"Grant County Total Migration-US and Foreign",271,2019,227
"4764",27,53,"Hennepin County Total Migration-US and Foreign",58454,2019,74960
"4765",27,55,"Houston County Total Migration-US and Foreign",815,2019,786
"4766",27,57,"Hubbard County Total Migration-US and Foreign",1494,2019,1145
"4767",27,59,"Isanti County Total Migration-US and Foreign",3354,2019,2558
"4768",27,61,"Itasca County Total Migration-US and Foreign",1804,2019,1430
"4769",27,63,"Jackson County Total Migration-US and Foreign",483,2019,341
"4770",27,65,"Kanabec County Total Migration-US and Foreign",1054,2019,786
"4771",27,67,"Kandiyohi County Total Migration-US and Foreign",1749,2019,1982
"4772",27,69,"Kittson County Total Migration-US and Foreign",155,2019,74
"4773",27,71,"Koochiching County Total Migration-US and Foreign",474,2019,296
"4774",27,73,"Lac qui Parle County Total Migration-US and Foreign",226,2019,212
"4775",27,75,"Lake County Total Migration-US and Foreign",596,2019,490
"4776",27,77,"Lake of the Woods County Total Migration-US and Foreign",126,2019,109
"4777",27,79,"Le Sueur County Total Migration-US and Foreign",1870,2019,1718
"4778",27,81,"Lincoln County Total Migration-US and Foreign",191,2019,248
"4779",27,83,"Lyon County Total Migration-US and Foreign",1005,2019,1188
"4780",27,85,"McLeod County Total Migration-US and Foreign",1734,2019,1651
"4781",27,87,"Mahnomen County Total Migration-US and Foreign",162,2019,187
"4782",27,89,"Marshall County Total Migration-US and Foreign",399,2019,349
"4783",27,91,"Martin County Total Migration-US and Foreign",737,2019,697
"4784",27,93,"Meeker County Total Migration-US and Foreign",1058,2019,1062
"4785",27,95,"Mille Lacs County Total Migration-US and Foreign",1969,2019,1709
"4786",27,97,"Morrison County Total Migration-US and Foreign",1628,2019,1529
"4787",27,99,"Mower County Total Migration-US and Foreign",1632,2019,1764
"4788",27,101,"Murray County Total Migration-US and Foreign",262,2019,283
"4789",27,103,"Nicollet County Total Migration-US and Foreign",2353,2019,2332
"4790",27,105,"Nobles County Total Migration-US and Foreign",659,2019,1088
"4791",27,107,"Norman County Total Migration-US and Foreign",210,2019,266
"4792",27,109,"Olmsted County Total Migration-US and Foreign",7543,2019,8122
"4793",27,111,"Otter Tail County Total Migration-US and Foreign",2742,2019,2383
"4794",27,113,"Pennington County Total Migration-US and Foreign",492,2019,667
"4795",27,115,"Pine County Total Migration-US and Foreign",1812,2019,1316
"4796",27,117,"Pipestone County Total Migration-US and Foreign",387,2019,342
"4797",27,119,"Polk County Total Migration-US and Foreign",1479,2019,1661
"4798",27,121,"Pope County Total Migration-US and Foreign",658,2019,482
"4799",27,123,"Ramsey County Total Migration-US and Foreign",31811,2019,41088
"4800",27,125,"Red Lake County Total Migration-US and Foreign",150,2019,122
"4801",27,127,"Redwood County Total Migration-US and Foreign",544,2019,678
"4802",27,129,"Renville County Total Migration-US and Foreign",683,2019,758
"4803",27,131,"Rice County Total Migration-US and Foreign",3038,2019,3286
"4804",27,133,"Rock County Total Migration-US and Foreign",367,2019,348
"4805",27,135,"Roseau County Total Migration-US and Foreign",451,2019,562
"4806",27,137,"St. Louis County Total Migration-US and Foreign",6591,2019,7096
"4807",27,139,"Scott County Total Migration-US and Foreign",10745,2019,9228
"4808",27,141,"Sherburne County Total Migration-US and Foreign",7793,2019,6741
"4809",27,143,"Sibley County Total Migration-US and Foreign",845,2019,836
"4810",27,145,"Stearns County Total Migration-US and Foreign",8335,2019,8326
"4811",27,147,"Steele County Total Migration-US and Foreign",1637,2019,1758
"4812",27,149,"Stevens County Total Migration-US and Foreign",394,2019,489
"4813",27,151,"Swift County Total Migration-US and Foreign",353,2019,487
"4814",27,153,"Todd County Total Migration-US and Foreign",1441,2019,1249
"4815",27,155,"Traverse County Total Migration-US and Foreign",160,2019,245
"4816",27,157,"Wabasha County Total Migration-US and Foreign",1059,2019,942
"4817",27,159,"Wadena County Total Migration-US and Foreign",827,2019,735
"4818",27,161,"Waseca County Total Migration-US and Foreign",853,2019,785
"4819",27,163,"Washington County Total Migration-US and Foreign",19125,2019,15883
"4820",27,165,"Watonwan County Total Migration-US and Foreign",330,2019,515
"4821",27,167,"Wilkin County Total Migration-US and Foreign",321,2019,340
"4822",27,169,"Winona County Total Migration-US and Foreign",1601,2019,1908
"4823",27,171,"Wright County Total Migration-US and Foreign",9643,2019,7533
"4824",27,173,"Yellow Medicine County Total Migration-US and Foreign",387,2019,467
"4825",28,1,"Adams County Total Migration-US and Foreign",1101,2019,1241
"4826",28,3,"Alcorn County Total Migration-US and Foreign",1246,2019,1346
"4827",28,5,"Amite County Total Migration-US and Foreign",569,2019,534
"4828",28,7,"Attala County Total Migration-US and Foreign",616,2019,672
"4829",28,9,"Benton County Total Migration-US and Foreign",524,2019,512
"4830",28,11,"Bolivar County Total Migration-US and Foreign",959,2019,1394
"4831",28,13,"Calhoun County Total Migration-US and Foreign",468,2019,537
"4832",28,15,"Carroll County Total Migration-US and Foreign",527,2019,489
"4833",28,17,"Chickasaw County Total Migration-US and Foreign",694,2019,806
"4834",28,19,"Choctaw County Total Migration-US and Foreign",349,2019,364
"4835",28,21,"Claiborne County Total Migration-US and Foreign",251,2019,318
"4836",28,23,"Clarke County Total Migration-US and Foreign",674,2019,740
"4837",28,25,"Clay County Total Migration-US and Foreign",733,2019,761
"4838",28,27,"Coahoma County Total Migration-US and Foreign",725,2019,991
"4839",28,29,"Copiah County Total Migration-US and Foreign",853,2019,1159
"4840",28,31,"Covington County Total Migration-US and Foreign",852,2019,858
"4841",28,33,"DeSoto County Total Migration-US and Foreign",13283,2019,10640
"4842",28,35,"Forrest County Total Migration-US and Foreign",4675,2019,5268
"4843",28,37,"Franklin County Total Migration-US and Foreign",341,2019,277
"4844",28,39,"George County Total Migration-US and Foreign",1011,2019,936
"4845",28,41,"Greene County Total Migration-US and Foreign",501,2019,445
"4846",28,43,"Grenada County Total Migration-US and Foreign",883,2019,978
"4847",28,45,"Hancock County Total Migration-US and Foreign",2891,2019,2500
"4848",28,47,"Harrison County Total Migration-US and Foreign",13477,2019,13111
"4849",28,49,"Hinds County Total Migration-US and Foreign",8376,2019,11951
"4850",28,51,"Holmes County Total Migration-US and Foreign",558,2019,798
"4851",28,53,"Humphreys County Total Migration-US and Foreign",194,2019,320
"4852",28,57,"Itawamba County Total Migration-US and Foreign",1366,2019,1150
"4853",28,59,"Jackson County Total Migration-US and Foreign",8082,2019,7277
"4854",28,61,"Jasper County Total Migration-US and Foreign",766,2019,797
"4855",28,63,"Jefferson County Total Migration-US and Foreign",249,2019,274
"4856",28,65,"Jefferson Davis County Total Migration-US and Foreign",515,2019,519
"4857",28,67,"Jones County Total Migration-US and Foreign",2369,2019,2688
"4858",28,69,"Kemper County Total Migration-US and Foreign",345,2019,387
"4859",28,71,"Lafayette County Total Migration-US and Foreign",2832,2019,2887
"4860",28,73,"Lamar County Total Migration-US and Foreign",4883,2019,4516
"4861",28,75,"Lauderdale County Total Migration-US and Foreign",2539,2019,3097
"4862",28,77,"Lawrence County Total Migration-US and Foreign",463,2019,536
"4863",28,79,"Leake County Total Migration-US and Foreign",876,2019,1007
"4864",28,81,"Lee County Total Migration-US and Foreign",3991,2019,4161
"4865",28,83,"Leflore County Total Migration-US and Foreign",869,2019,1194
"4866",28,85,"Lincoln County Total Migration-US and Foreign",1251,2019,1146
"4867",28,87,"Lowndes County Total Migration-US and Foreign",2894,2019,3374
"4868",28,89,"Madison County Total Migration-US and Foreign",7135,2019,6439
"4869",28,91,"Marion County Total Migration-US and Foreign",883,2019,907
"4870",28,93,"Marshall County Total Migration-US and Foreign",2082,2019,1993
"4871",28,95,"Monroe County Total Migration-US and Foreign",1421,2019,1357
"4872",28,97,"Montgomery County Total Migration-US and Foreign",443,2019,544
"4873",28,99,"Neshoba County Total Migration-US and Foreign",937,2019,1067
"4874",28,101,"Newton County Total Migration-US and Foreign",883,2019,872
"4875",28,103,"Noxubee County Total Migration-US and Foreign",274,2019,378
"4876",28,105,"Oktibbeha County Total Migration-US and Foreign",2424,2019,3041
"4877",28,107,"Panola County Total Migration-US and Foreign",1394,2019,1466
"4878",28,109,"Pearl River County Total Migration-US and Foreign",2717,2019,2196
"4879",28,111,"Perry County Total Migration-US and Foreign",589,2019,541
"4880",28,113,"Pike County Total Migration-US and Foreign",1671,2019,1867
"4881",28,115,"Pontotoc County Total Migration-US and Foreign",1584,2019,1429
"4882",28,117,"Prentiss County Total Migration-US and Foreign",1080,2019,1022
"4883",28,119,"Quitman County Total Migration-US and Foreign",257,2019,344
"4884",28,121,"Rankin County Total Migration-US and Foreign",8058,2019,7579
"4885",28,123,"Scott County Total Migration-US and Foreign",966,2019,1139
"4886",28,125,"Sharkey County Total Migration-US and Foreign",87,2019,232
"4887",28,127,"Simpson County Total Migration-US and Foreign",1039,2019,1073
"4888",28,129,"Smith County Total Migration-US and Foreign",713,2019,688
"4889",28,131,"Stone County Total Migration-US and Foreign",1012,2019,890
"4890",28,133,"Sunflower County Total Migration-US and Foreign",717,2019,1100
"4891",28,135,"Tallahatchie County Total Migration-US and Foreign",415,2019,569
"4892",28,137,"Tate County Total Migration-US and Foreign",1742,2019,1303
"4893",28,139,"Tippah County Total Migration-US and Foreign",763,2019,872
"4894",28,141,"Tishomingo County Total Migration-US and Foreign",842,2019,679
"4895",28,143,"Tunica County Total Migration-US and Foreign",592,2019,739
"4896",28,145,"Union County Total Migration-US and Foreign",1421,2019,1348
"4897",28,147,"Walthall County Total Migration-US and Foreign",703,2019,615
"4898",28,149,"Warren County Total Migration-US and Foreign",1394,2019,1982
"4899",28,151,"Washington County Total Migration-US and Foreign",1394,2019,2041
"4900",28,153,"Wayne County Total Migration-US and Foreign",874,2019,753
"4901",28,155,"Webster County Total Migration-US and Foreign",516,2019,469
"4902",28,157,"Wilkinson County Total Migration-US and Foreign",216,2019,390
"4903",28,159,"Winston County Total Migration-US and Foreign",617,2019,640
"4904",28,161,"Yalobusha County Total Migration-US and Foreign",655,2019,651
"4905",28,163,"Yazoo County Total Migration-US and Foreign",741,2019,902
"4906",29,1,"Adair County Total Migration-US and Foreign",1079,2019,1246
"4907",29,3,"Andrew County Total Migration-US and Foreign",1041,2019,1112
"4908",29,5,"Atchison County Total Migration-US and Foreign",184,2019,146
"4909",29,7,"Audrain County Total Migration-US and Foreign",1210,2019,1189
"4910",29,9,"Barry County Total Migration-US and Foreign",2305,2019,1960
"4911",29,11,"Barton County Total Migration-US and Foreign",587,2019,495
"4912",29,13,"Bates County Total Migration-US and Foreign",940,2019,694
"4913",29,15,"Benton County Total Migration-US and Foreign",1601,2019,1029
"4914",29,17,"Bollinger County Total Migration-US and Foreign",699,2019,515
"4915",29,19,"Boone County Total Migration-US and Foreign",8784,2019,9063
"4916",29,21,"Buchanan County Total Migration-US and Foreign",3590,2019,4308
"4917",29,23,"Butler County Total Migration-US and Foreign",1820,2019,1989
"4918",29,25,"Caldwell County Total Migration-US and Foreign",499,2019,436
"4919",29,27,"Callaway County Total Migration-US and Foreign",2519,2019,2291
"4920",29,29,"Camden County Total Migration-US and Foreign",3859,2019,2918
"4921",29,31,"Cape Girardeau County Total Migration-US and Foreign",3694,2019,3427
"4922",29,33,"Carroll County Total Migration-US and Foreign",260,2019,304
"4923",29,35,"Carter County Total Migration-US and Foreign",442,2019,253
"4924",29,37,"Cass County Total Migration-US and Foreign",7766,2019,6137
"4925",29,39,"Cedar County Total Migration-US and Foreign",976,2019,610
"4926",29,41,"Chariton County Total Migration-US and Foreign",222,2019,257
"4927",29,43,"Christian County Total Migration-US and Foreign",8235,2019,6165
"4928",29,45,"Clark County Total Migration-US and Foreign",198,2019,185
"4929",29,47,"Clay County Total Migration-US and Foreign",17251,2019,16254
